Id del contrato de software;Nombre;instanceId;Estado;Fabricante;Centro Actividad / Centro de Costos;Suministrador Responsable;Empresa Propietaria;Fecha de Creación;Fecha de Caducidad;Fecha Modificada;Nombre del producto;Nombre Proveedor;Orden de Compra;Clave__c;Suma Número de Licencias Adquiridas;Filial;Información Adicional / Descripción
29990334612;29990334612-005;ASGADR4FJYMVQAPKRHZCP9UDFQ2CJ3;Executed;The MathWorks;01337022;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:49 PM;;2025/11/10 05:45:11 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-006;ASGADR4FJYMVQAPKRHY2P9UDFA2A3F;Executed;The MathWorks;01337383;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:13 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-007;ASGADR4FJYMVQAPKRHY7P9UDFG2AR1;Executed;The MathWorks;01337383;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:14 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-008;ASGADR4FJYMVQAPKRHY5P9UDFD2ALA;Executed;The MathWorks;01312014;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2025/11/10 05:45:11 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-009;ASGADR4FJYMVQAPKRHY7P9UDFF2AQM;Executed;The MathWorks;01980173;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:11 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334814;29990334814-001;ASGADR4FJYMVQAPKRHY4P9UDFD2AKM;Executed;ServiSoft S.A.;01312030;LOVAL COLOMBIA S.A;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/01/04 12:00:00 AM;2026/01/06 07:26:10 AM;Unity Pro;LOVAL COLOMBIA S.A;1247142;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990429336;29990429336-001;ASGADR4FJYMVQAPKRHY5P9UDFD2AKO;Executed;ServiSoft S.A.;01312014;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2019/03/28 10:29:52 AM;Hydstra software solution;Desconocido;1250071;;8;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990435565;29990435565-001;ASGADR4FJYMVQAPKRHY8P9UDFG2ASN;Executed;SEL;01337383;SEL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/02/02 12:00:00 AM;2025/05/12 12:19:01 PM;SEL-5010;SEL;1253271;;50;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990435565;29990435565-002;ASGADR4FJYMVQAPKRHY7P9UDFG2ARZ;Executed;SEL;01337383;SEL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/08/15 12:00:00 AM;2025/05/12 12:19:01 PM;SEL-5010;SEL;1253271;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990435565;29990435565-003;ASGADR4FJYMVQAPKRHY2P9UDFA2A37;Executed;SEL;01337383;SEL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/08/15 12:00:00 AM;2025/05/12 12:19:01 PM;SEL-5010;SEL;1253271;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990435565;29990435565-004;ASGADR4FJYMVQAPKRHY2P9UDFB2A3Z;Executed;SEL;01337383;SEL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/08/15 12:00:00 AM;2025/05/12 12:19:01 PM;SEL-5010;SEL;1253271;;50;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990435565;29990435565-005;ASGADR4FJYMVQAPKRHYVP9UDF92BQ2;Executed;SEL;01989080;SEL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;2030/01/14 12:00:00 AM;2025/05/12 12:19:01 PM;SEL-5010;SEL;;;12;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990435565;29990435565-006;ASGADR4FJYMVQAPKRHZAP9UDFP2CG1;Executed;SEL;01989080;SEL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;2030/01/14 12:00:00 AM;2025/05/12 12:19:01 PM;SEL-5010;SEL;;;12;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
40313459;40313459-001;ASGADR4FJYMVQAPKRHY6P9UDFE2ANO;Executed;Trimble;01312042;PROCALCULO - PROSIS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;2030/06/05 12:00:00 AM;2025/05/12 12:19:01 PM;GPS Pathfinder Office;PROCALCULO - PROSIS S.A.;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
40313459;40313459-002;ASGADR4FJYMVQAPKRHY2P9UDFB2A4L;Executed;TRIMBLE;01337383;PROCALCULO - PROSIS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/06/05 12:00:00 AM;2025/05/12 12:19:01 PM;GPS Pathfinder Office;PROCALCULO - PROSIS S.A.;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
40313459;40313459-003;ASGADR4FJYMVQAPKRHY8P9UDFG2AST;Executed;Trimble;01337384;PROCALCULO - PROSIS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/06/05 12:00:00 AM;2025/05/12 12:19:01 PM;GPS Pathfinder Office;PROCALCULO - PROSIS S.A.;;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
4602534;4602534-001;ASGADR4FJYMVQAPKRHY7P9UDFG2ARF;Executed;SEL;01337383;Electrolumen;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/02/02 12:00:00 AM;2025/05/12 12:19:01 PM;SEL-5010;Electrolumen;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000326888;80000326888-001;ASGADR4FJYMVQAPKRHY7P9UDFG2ARG;Executed;Adobe Inc.;01337280;Ingeniería Internacional en Automatización y Control IAC.LTDA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/05/02 12:00:00 AM;2026/01/06 09:14:07 AM;Display Station 32;Ingeniería Internacional en Automatización y Control IAC.LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330287;80000330287-001;ASGADR4FJYMVQAPKRHY7P9UDFF2AQO;Executed;CorelDRAW;01337010;ABB Ltda;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:14 PM;ABB;ABB Ltda;;;20;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330287;80000330287-002;ASGADR4FJYMVQAPKRHY7P9UDFF2AQ2;Executed;Adobe Inc.;01337010;ABB Ltda;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:12 PM;IED Connect;ABB Ltda;;;20;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330399;80000330399-001;ASGADR4FJYMVQAPKRHYQP9UDF52B5S;Executed;Schneider Electric;01989080;SCHNEIDER ELECTRIC DE COLOMBIA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2025/11/10 05:45:11 PM;ION Enterprise;SCHNEIDER ELECTRIC DE COLOMBIA;;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330399;80000330399-002;ASGADR4FJYMVQAPKRHYTP9UDF72BLY;Executed;Schneider Electric;01989070;SCHNEIDER ELECTRIC DE COLOMBIA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:37 PM;;2025/11/10 05:45:12 PM;ION Enterprise;SCHNEIDER ELECTRIC DE COLOMBIA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330399;80000330399-003;ASGADR4FJYMVQAPKRHYKP9UDFJ2BAM;Executed;Schneider Electric;01980294;SCHNEIDER ELECTRIC DE COLOMBIA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:15 PM;ION Enterprise;SCHNEIDER ELECTRIC DE COLOMBIA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330399;80000330399-004;ASGADR4FJYMVQAPKRHY6P9UDFF2AOS;Executed;Schneider Electric;01337384;SCHNEIDER ELECTRIC DE COLOMBIA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:14 PM;ION Enterprise;SCHNEIDER ELECTRIC DE COLOMBIA;;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330399;80000330399-005;ASGADR4FJYMVQAPKRHY7P9UDFG2AQZ;Executed;Schneider Electric;01337383;SCHNEIDER ELECTRIC DE COLOMBIA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:13 PM;ION Enterprise;SCHNEIDER ELECTRIC DE COLOMBIA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000330399;80000330399-006;ASGADR4FJYMVQAPKRHYMP9UDF02BD7;Executed;Schneider Electric;01989070;SCHNEIDER ELECTRIC DE COLOMBIA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2025/11/10 05:45:11 PM;ION Enterprise;SCHNEIDER ELECTRIC DE COLOMBIA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000331535;80000331535-001;ASGADR4FJYMVQAPKRHY2P9UDFA2A2Z;Executed;Adobe Inc.;01337380;POTENCIA Y TECNOLOGIAS INCORPORADAS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/02/14 08:00:00 AM;2026/01/05 03:49:01 PM;Telus;POTENCIA Y TECNOLOGIAS INCORPORADAS S.A.;;;28;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000331536;80000331536-001;ASGADR4FJYMVQAPKRHY7P9UDFF2AQ7;Executed;Desconocido;01337380;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2019/01/03 03:06:19 PM;Produce;Desconocido;;;28;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000333555;80000333555-001;ASGADR4FJYMVQAPKRHY8P9UDFG2ASW;Executed;Trimble;01411033;Datum Ingenieria Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/10/09 12:00:00 AM;2026/01/05 03:53:30 PM;Trimble Business Center;Datum Ingenieria Ltda.;;;33;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000336936;80000336936-001;ASGADR4FJYMVQAPKRHY1P9UDFA2A2L;Executed;Open Text Corporation;01337380;LAMPARAS Y EQUIPOS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/02/14 08:00:00 AM;2026/01/05 03:40:43 PM;eTIMS;LAMPARAS Y EQUIPOS S.A.;;;138;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426220;80000426220-001;ASGADR4FJYMVQAPKRHY9P9UDFH2AWL;Executed;ServiSoft S.A.;01989070;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:37 PM;;2019/03/28 10:33:36 AM;HighScore;Desconocido;1324952;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
8000042652;8000042652-001;ASGADR4FJYMVQAPKRHY7P9UDFG2ASA;Executed;CorelDRAW;01337330;Calderón Cardona Ltda;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/06/12 08:00:00 AM;2026/01/06 10:18:15 AM;CorelDRAW Graphics Suite X3;Calderón Cardona Ltda;1333810;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-001;ASGADR4FJYMVQAPKRHYVP9UDFK2BRQ;Executed;BABYLON;01989080;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2025/11/10 05:45:12 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-002;ASGADR4FJYMVQAPKRHY4P9UDFC2A8C;Executed;BABYLON;01312001;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2025/11/10 05:45:13 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-003;ASGADR4FJYMVQAPKRHYKP9UDFJ2AZW;Executed;BABYLON;01980305;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:14 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-004;ASGADR4FJYMVQAPKRHYOP9UDF32B04;Executed;BABYLON;01980123;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:13 PM;Babylon;Abits Colombia Ltda.;1325187;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-005;ASGADR4FJYMVQAPKRHYNP9UDF22BHR;Executed;BABYLON;01980173;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:12 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-006;ASGADR4FJYMVQAPKRHY9P9UDFH2AWM;Executed;BABYLON;01980286;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:14 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-007;ASGADR4FJYMVQAPKRHY4P9UDFD2A95;Executed;BABYLON;01312014;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2025/11/10 05:45:13 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-008;ASGADR4FJYMVQAPKRHY2P9UDFB2A4F;Executed;BABYLON;01337383;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:13 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-009;ASGADR4FJYMVQAPKRHY6P9UDFE2AN6;Executed;BABYLON;01337010;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:15 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-010;ASGADR4FJYMVQAPKRHZ1P9UDFZ2CWW;Executed;BABYLON;01337022;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:50 PM;;2025/11/10 05:45:14 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-011;ASGADR4FJYMVQAPKRHZAP9UDFP2CF6;Executed;BABYLON;01337022;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:49 PM;;2025/11/10 05:45:13 PM;Babylon;Abits Colombia Ltda.;1325187;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-012;ASGADR4FJYMVQAPKRHZZP9UDGO2E32;Executed;BABYLON;01337022;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:50 PM;;2025/11/10 05:45:14 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-013;ASGADR4FJYMVQAPKRHZKP9UDGJ2D5S;Executed;BABYLON;01337023;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:51 PM;;2025/11/10 05:45:11 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-014;ASGADR4FJYMVQAPKRHZLP9UDGJ2D7L;Executed;BABYLON;01337023;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:50 PM;;2025/11/10 05:45:15 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-015;ASGADR4FJYMVQAPKRHZXP9UDGM2EJK;Executed;BABYLON;01337023;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:48 PM;;2025/11/10 05:45:15 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-016;ASGADR4FJYMVQAPKRHZAP9UDFP2CGJ;Executed;BABYLON;01337023;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:49 PM;;2025/11/10 05:45:11 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-017;ASGADR4FJYMVQAPKRHY8P9UDFG2ATA;Executed;BABYLON;01337330;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:11 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-018;ASGADR4FJYMVQAPKRHZSP9UDG72EBD;Executed;BABYLON;01312030;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:50 PM;;2025/11/10 05:45:15 PM;Babylon;Abits Colombia Ltda.;1325187;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-019;ASGADR4FJYMVQAPKRHY6P9UDFF2AP0;Executed;BABYLON;01337500;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:12 PM;Babylon;Abits Colombia Ltda.;1325187;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-020;ASGADR4FJYMVQAPKRHZBP9UDFP2CGN;Executed;BABYLON;01989080;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;;2025/11/10 05:45:11 PM;Babylon;Abits Colombia Ltda.;1325187;;6;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-021;ASGADR4FJYMVQAPKRHYQP9UDF42B40;Executed;BABYLON;01989080;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2025/11/10 05:45:12 PM;Babylon;Abits Colombia Ltda.;1325187;;6;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000426748;80000426748-022;ASGADR4FJYMVQAPKRHYTP9UDF72BMF;Executed;BABYLON;01989080;Abits Colombia Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;;2025/11/10 05:45:11 PM;Babylon;Abits Colombia Ltda.;1325187;;6;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427132;80000427132-001;ASGADR4FJYMVQAPKRHYQP9UDF52B5M;Executed;CorelDRAW;01985075;Calderón Cardona Ltda;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:31 PM;2030/06/12 08:00:00 AM;2026/01/06 09:23:49 AM;CorelDRAW Graphics Suite X3;Calderón Cardona Ltda;1333810;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-001;ASGADR4FJYMVQAPKRHYUP9UDF92BQC;Executed;Adobe Inc.;01989080;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2025/11/10 05:45:12 PM;Adobe Acrobat 9 Pro;CyS;1537522-1537536;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-002;ASGADR4FJYMVQAPKRHZCP9UDFR2C00;Executed;Adobe Inc.;01989080;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;;2025/11/10 05:45:11 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-003;ASGADR4FJYMVQAPKRHYWP9UDFL2BWP;Executed;Adobe Inc.;01989080;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2025/11/10 05:45:11 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-004;ASGADR4FJYMVQAPKRHY9P9UDFH2AWH;Executed;Adobe Inc.;01980630;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:31 PM;;2025/11/10 05:45:11 PM;Adobe Acrobat 9 Pro;CyS;1486425;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-005;ASGADR4FJYMVQAPKRHYUP9UDF82BO8;Executed;Adobe Inc.;01982100;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:31 PM;;2025/11/10 05:45:15 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-006;ASGADR4FJYMVQAPKRHY3P9UDFC2A7B;Executed;Adobe Inc.;01312013;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2025/11/10 05:45:12 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-007;ASGADR4FJYMVQAPKRHY2P9UDFB2A43;Executed;Adobe Inc.;01300224;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2025/11/10 05:45:14 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-008;ASGADR4FJYMVQAPKRHY5P9UDFD2AKX;Executed;Adobe Inc.;01312042;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:15 PM;Adobe Acrobat 9 Pro;CyS;1537522-1537536;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-009;ASGADR4FJYMVQAPKRHY5P9UDFE2ANA;Executed;Adobe Inc.;01312030;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2025/11/10 05:45:15 PM;Adobe Acrobat 9 Pro;CyS;1537522-1537536;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-01;ASGADR4FJYMVQAPKRHZ8P9UDGG2D1E;Executed;Adobe Inc.;01411054;C&S COMPUTADORES Y SUMINISTROS S.A;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:50 PM;2030/02/02 12:00:00 AM;2025/05/12 12:19:01 PM;Adobe Flash CS3 Professional;C&S COMPUTADORES Y SUMINISTROS S.A;1400536;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-010;ASGADR4FJYMVQAPKRHY6P9UDFE2AN5;Executed;Adobe Inc.;01980146;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:12 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-011;ASGADR4FJYMVQAPKRHYOP9UDF22BJ2;Executed;Adobe Inc.;01980282;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:14 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-012;ASGADR4FJYMVQAPKRHYOP9UDF32BJ7;Executed;Adobe Inc.;01980113;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:13 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-013;ASGADR4FJYMVQAPKRHYVP9UDFK2BR8;Executed;Adobe Inc.;01985021;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:31 PM;;2025/11/10 05:45:11 PM;Adobe Acrobat 9 Pro;CyS;1553641;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-014;ASGADR4FJYMVQAPKRHYTP9UDF82BNB;Executed;Adobe Inc.;01980718;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:31 PM;;2025/11/10 05:45:12 PM;Adobe Acrobat 9 Pro;CyS;1553641;;6;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
80000427773;80000427773-015;ASGADR4FJYMVQAPKRHYUP9UDF92BQB;Executed;Adobe Inc.;01989080;CyS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2025/11/10 05:45:14 PM;Adobe Acrobat 9 Pro;CyS;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
